Id,Neighborhood,lat,lon,SalePrice,price
41,NAmes,42.041144586575015,-93.61729256982913,160000,5.204119982655925
42,Timber,41.99723658262966,-93.64872534064432,170000,5.230448921378274
43,SawyerW,42.03421136304546,-93.68318660017174,144000,5.158362492095249
44,CollgCr,42.020928057891695,-93.66703690843873,130250,5.114777731971562
45,NAmes,42.03870808407116,-93.61658979127854,141000,5.14921911265538
46,NridgHt,42.063074545678745,-93.6568524443478,319900,5.505014240084107
47,Mitchel,41.99572607488061,-93.60209959104164,239686,5.3796426677411535
48,Somerst,42.046761505985764,-93.64668197700674,249700,5.397418542351348
49,OldTown,42.03099881503098,-93.61715811456696,113000,5.05307844348342
50,Sawyer,42.03461843145804,-93.67738264013914,127000,5.103803720955957
51,Gilbert,42.10904653740032,-93.65612974339092,177000,5.247973266361806
52,BrkSide,42.02889680518803,-93.62807985032968,114500,5.058805486675907
53,IDOTRR,42.022161115722895,-93.62570830208539,110000,5.041392685158225
54,Veenker,42.04206924342163,-93.6447969654206,385000,5.585460729508501
55,NAmes,42.04346393482686,-93.61863266457424,130000,5.113943352306837
56,NAmes,42.046862567240474,-93.61622570054233,180500,5.2564772062416765
57,Somerst,42.04895496157821,-93.64486883335154,172500,5.236789099409293
58,CollgCr,42.01871565689167,-93.66739760453615,196500,5.293362554711446
59,StoneBr,42.05735953671126,-93.63413378907735,438780,5.642246823807891
60,CollgCr,42.02215856237146,-93.66496321039864,124900,5.096562438374136
61,SawyerW,42.03227459963346,-93.67990463855739,158000,5.198657086954422
62,IDOTRR,42.02253997959034,-93.62203905320489,101000,5.004321373782642
63,NridgHt,42.05980541616559,-93.65643494193885,202500,5.306425027550687
64,OldTown,42.03318513652392,-93.61163261709518,140000,5.146128035678238
65,CollgCr,42.02102334262544,-93.66546106233012,219500,5.3414345245781405
66,NridgHt,42.06056401994158,-93.65360943063739,317000,5.501059262217751
67,NAmes,42.042093655552215,-93.61448207447407,180000,5.2552725051033065
68,CollgCr,42.01975681955725,-93.66063515307599,226000,5.354108439147401
69,OldTown,42.03057749606428,-93.61387381668229,80000,4.903089986991944
70,ClearCr,42.03196737113091,-93.65477439011454,225000,5.352182518111363
71,NAmes,42.045651142614126,-93.61818667463143,244000,5.38738982633873
72,Mitchel,41.99679123607222,-93.60589776099816,129500,5.112269768417271
73,Gilbert,42.101275069137195,-93.63495242666657,185000,5.267171728403014
74,NAmes,42.04319256799619,-93.6223990976962,144900,5.161068385471174
75,OldTown,42.033196542714826,-93.61273585673119,107400,5.031004281363537
76,MeadowV,41.99220960594188,-93.60470435871171,91000,4.959041392321094
77,NAmes,42.04758236023119,-93.62079796792942,135750,5.132739838260885
78,BrkSide,42.03214134163187,-93.62581768606293,127000,5.103803720955957
79,Sawyer,42.03256058804506,-93.67023270868478,136500,5.135132651376775
80,OldTown,42.03019213226014,-93.61768379119279,110000,5.041392685158225
81,NAmes,42.04719872998728,-93.61549431333563,193500,5.28668096935493
82,Mitchel,41.99366635573148,-93.60463899608357,153500,5.186108379813206
83,Somerst,42.049681232392416,-93.63870072910518,245000,5.389166084364533
84,NAmes,42.03921648442219,-93.61809195410117,126500,5.102090525511837
85,Gilbert,42.1130860595955,-93.65917466898011,168500,5.226599905207357
86,NoRidge,42.04545822915526,-93.65535001392165,260000,5.414973347970818
87,Gilbert,42.102341081835945,-93.6383056026931,174000,5.2405492482825995
88,Somerst,42.04828858266647,-93.64760813391341,164500,5.216165902285993
89,IDOTRR,42.02174286849232,-93.62077247520219,85000,4.929418925714293
90,CollgCr,42.01990753743493,-93.6711588536044,123600,5.092018470752797
91,NAmes,42.040892513403335,-93.61392044270197,109900,5.040997692423491
92,NAmes,42.04591530555238,-93.62053237240961,98600,4.993876914941211
93,Crawfor,42.01250516189966,-93.58872695923145,163500,5.213517756996305
94,OldTown,42.02871712688192,-93.61308116500294,133900,5.126780577012009
95,CollgCr,42.02135691095264,-93.6632956799388,204750,5.311223910432456
96,Gilbert,42.1113613837388,-93.65423463258875,185000,5.267171728403014
97,CollgCr,42.020719888412756,-93.66332786150039,214000,5.330413773349191
98,Edwards,42.02221287294067,-93.65672709210831,94750,4.97657921864011
99,Edwards,42.02455168250575,-93.65399189963857,83000,4.919078092376074
100,NAmes,42.04110605708498,-93.61818410656653,128950,5.110421346473956
101,NWAmes,42.0448252079988,-93.62989382761624,205000,5.311753861055754
102,SawyerW,42.030039852650184,-93.67902733694532,178000,5.250420002308894
103,SawyerW,42.03255965982717,-93.68476037429197,118964,5.075415558310823
104,CollgCr,42.02005574476037,-93.6641859919704,198900,5.298634783124435
105,IDOTRR,42.0202349478594,-93.62175887919598,169500,5.229169702539101
106,Somerst,42.046855600195855,-93.63754999549006,250000,5.3979400086720375
107,OldTown,42.03006670473027,-93.61144428269911,100000,5.0
108,OldTown,42.03223443483102,-93.61853731141103,115000,5.060697840353612
109,IDOTRR,42.01985164283823,-93.62546266092451,115000,5.060697840353612
110,NWAmes,42.0437702901335,-93.62808517176316,190000,5.278753600952829
111,Edwards,42.02325592858068,-93.65198323448651,136900,5.13640344813399
112,Gilbert,42.10705021089405,-93.63505777711846,180000,5.2552725051033065
113,CollgCr,42.018189224354074,-93.66534472546434,383970,5.584297293785702
114,Crawfor,42.01385125328347,-93.58619276933096,217000,5.336459733848529
115,Crawfor,42.01079768417111,-93.62593305268533,259500,5.414137362184476
116,Somerst,42.052045878535985,-93.64331269065197,176000,5.2455126678141495
117,Sawyer,42.036228155164025,-93.67859758355786,139000,5.143014800254095
118,Edwards,42.02215608404622,-93.65331231208091,155000,5.190331698170292
119,SawyerW,42.03495162455479,-93.6817114748338,320000,5.505149978319906
120,CollgCr,42.02183725832483,-93.66420768071445,163990,5.214817365869458
121,ClearCr,42.032227374266185,-93.66468469128674,180000,5.2552725051033065
122,IDOTRR,42.02108150731869,-93.6213724929462,100000,5.0
123,NAmes,42.047422902133825,-93.62518376024839,136000,5.133538908370218
124,SawyerW,42.03187920884684,-93.687327582808,153900,5.187238619831478
125,NWAmes,42.0441450075002,-93.62604955315913,181000,5.2576785748691846
126,IDOTRR,42.02021876003795,-93.62443188730475,84500,4.926856708949693
127,NPkVill,42.04807470282596,-93.62877709012568,128000,5.107209969647869
128,OldTown,42.02926059450087,-93.61767105126214,87000,4.939519252618618
129,NAmes,42.04114319815054,-93.6202790415705,155000,5.190331698170292
130,NAmes,42.04026438866756,-93.62342023563784,150000,5.176091259055681
131,NAmes,42.04268900964537,-93.61869405829056,226000,5.354108439147401
132,Gilbert,42.11027239514773,-93.65673004286715,244000,5.38738982633873
133,NAmes,42.04286427088943,-93.62364967430388,150750,5.178257320812189
134,Timber,41.99974656499137,-93.64319671733547,220000,5.342422680822207
135,Sawyer,42.03368051682193,-93.6744124938147,180000,5.2552725051033065
136,NWAmes,42.040480369525156,-93.62741658444257,174000,5.2405492482825995
137,NAmes,42.03952675618096,-93.62445605277104,143000,5.155336037465061
138,Mitchel,41.99188647773523,-93.60669638089372,171000,5.232996110392154
139,CollgCr,42.0190799105524,-93.66230802780407,230000,5.361727836017593
140,CollgCr,42.01999284364127,-93.66921203607737,231500,5.364550995353972
141,NAmes,42.04564948111835,-93.62372559611164,115000,5.060697840353612
142,CollgCr,42.019124607576074,-93.66037379905248,260000,5.414973347970818
143,NAmes,42.04680799725663,-93.61447845596705,166000,5.220108088040055
144,CollgCr,42.01883171039438,-93.66502750697705,204000,5.309630167425898
145,Sawyer,42.03540307502338,-93.67182022971463,125000,5.096910013008056
146,Edwards,42.02301897145613,-93.65596039054957,130000,5.113943352306837
147,BrkSide,42.03014479345504,-93.6274994740126,105000,5.021189299069938
148,Gilbert,42.1119760830778,-93.65597177947998,222500,5.347330015316951
149,SawyerW,42.03173315531897,-93.6823550513549,141000,5.14921911265538
150,BrkSide,42.02800349222108,-93.62576237123665,115000,5.060697840353612
151,CollgCr,42.02008264975489,-93.6628111049693,122000,5.086359830674748
152,NridgHt,42.05650115828498,-93.64787154910726,372402,5.571012004711645
153,NWAmes,42.03992702269711,-93.62901390988348,190000,5.278753600952829
154,ClearCr,42.03314986766371,-93.66000844102203,235000,5.371067862271737
155,OldTown,42.02968205741436,-93.6137288430485,125000,5.096910013008056
156,Edwards,42.021479273271794,-93.65884213711851,79000,4.897627091290442
157,NAmes,42.04162847491511,-93.61665931292097,109500,5.039414119176137
158,Timber,42.00058360717463,-93.64329128909621,269500,5.430558769522757
159,Somerst,42.055797142580786,-93.64313401189908,254900,5.406369835469268
160,Gilbert,42.10848760787522,-93.65326622800714,320000,5.505149978319906
161,Veenker,42.04096997093907,-93.64109541518461,162500,5.210853365314893
162,NridgHt,42.06054237374918,-93.65113426928393,412500,5.615423952885944
163,NridgHt,42.057795201623286,-93.65665760632923,220000,5.342422680822207
164,OldTown,42.031930015894716,-93.61596969882841,103200,5.013679697291193
165,OldTown,42.03274713472083,-93.6178956705141,152000,5.181843587944773
166,Edwards,42.02127816604527,-93.65698106337564,127500,5.105510184769974
167,ClearCr,42.03430511733416,-93.66308499007303,190000,5.278753600952829
168,NridgHt,42.065950917069216,-93.66098031866099,325624,5.512716406915696
169,Gilbert,42.11186320257799,-93.65263835301361,183500,5.2636360685881085
170,Timber,42.00129246155908,-93.6448706578944,228000,5.357934847000454
171,OldTown,42.03042080780755,-93.61602073598009,128500,5.108903127667313
172,NAmes,42.04357700454777,-93.61664056257163,215000,5.332438459915605
173,StoneBr,42.05974382516907,-93.6325147642494,239000,5.378397900948138
174,NAmes,42.04709118401278,-93.62375672497625,163000,5.212187604403958
175,Timber,42.001220446814685,-93.64847588634481,184000,5.264817823009537
176,Edwards,42.02285962950367,-93.65254270811481,243000,5.385606273598312
177,ClearCr,42.03105893990947,-93.66284592747996,211000,5.324282455297693
178,Sawyer,42.035839015364964,-93.66940384474813,172500,5.236789099409293
179,StoneBr,42.062944478071245,-93.63170627898982,501837,5.70056267830869
180,OldTown,42.03268780889342,-93.61338797889536,100000,5.0
181,Somerst,42.05492045920313,-93.64874095168233,177000,5.247973266361806
182,Crawfor,42.01081458589246,-93.62088103330736,200100,5.301247088636211
183,Edwards,42.02381673588814,-93.66021793899296,120000,5.079181246047625
184,OldTown,42.03439010009648,-93.61849959462091,200000,5.301029995663981
185,BrkSide,42.03088061897406,-93.62571846417671,127000,5.103803720955957
186,OldTown,42.02879121661897,-93.62012825240855,475000,5.676693609624866
187,Mitchel,41.9909918735593,-93.60046356119165,173000,5.238046103128795
188,OldTown,42.03177111755098,-93.61743727355268,135000,5.1303337684950066
189,SawyerW,42.03609817245359,-93.68747491745782,153337,5.18564696214057
190,StoneBr,42.05851955103656,-93.62938156832772,286000,5.456366033129043
191,Crawfor,42.01755821434862,-93.6055026201125,315000,5.498310553789601
192,NAmes,42.039950495240106,-93.6139269895958,184000,5.264817823009537
193,CollgCr,42.01777442647506,-93.66580048518014,192000,5.283301228703549
194,Edwards,42.02657065804054,-93.6546506256702,130000,5.113943352306837
195,CollgCr,42.01783321638123,-93.66625969878046,127000,5.103803720955957
196,NPkVill,42.04963647870133,-93.62892581966929,148500,5.171726453653231
197,Somerst,42.04630998082689,-93.64069062592864,311872,5.4939763853651815
198,NAmes,42.043918050480634,-93.62253382454983,235000,5.371067862271737
199,OldTown,42.0322873095444,-93.61512368730449,104000,5.017033339298781
200,NridgHt,42.063735661244166,-93.65205387706638,274900,5.439174739843469
201,Edwards,42.02205516480471,-93.6575654025627,140000,5.146128035678238
202,Mitchel,41.986652975523974,-93.6043642179797,171500,5.2342641243787895
203,OldTown,42.03367316021037,-93.61191178873781,112000,5.049218022670182
204,CollgCr,42.01974223430694,-93.66864262607291,149000,5.173186268412274
205,OldTown,42.032397889805964,-93.61199898098852,110000,5.041392685158225
206,Gilbert,42.11397010941047,-93.65659398365393,180500,5.2564772062416765
207,Sawyer,42.035946235383,-93.67355407415913,143900,5.158060793936605
208,NAmes,42.04428198721486,-93.6251004196643,141000,5.14921911265538
209,SawyerW,42.03542407349127,-93.6847656157829,277000,5.442479769064448
210,NAmes,42.04039962892792,-93.62203391564147,145000,5.161368002234975
211,Edwards,42.021793642052586,-93.66080801207684,98000,4.991226075692495
212,Edwards,42.023406852194164,-93.6559942298627,186000,5.269512944217916
213,Somerst,42.052756116909116,-93.64696069899279,252678,5.402567430702933
214,CollgCr,42.02036879210252,-93.65953914991813,156000,5.193124598354462
215,CollgCr,42.02056068470113,-93.66707493114666,161750,5.208844289340738
216,NAmes,42.038737718699004,-93.61715729502575,134450,5.12856080655932
217,CollgCr,42.01807285730886,-93.6688097951735,210000,5.3222192947339195
218,OldTown,42.03391847937064,-93.6114406025357,107000,5.02938377768521
219,Crawfor,42.01098745478461,-93.5857258757447,311500,5.493458050995188
220,Blmngtn,42.05839698948355,-93.63626719656828,167240,5.223340158878377
221,CollgCr,42.01963768105353,-93.67047847950006,204900,5.311541958401195
222,Gilbert,42.1080174753587,-93.6499847258088,200000,5.301029995663981
223,NWAmes,42.04149126590242,-93.62741429792982,179900,5.255031163345551
224,NAmes,42.03881638890306,-93.623945398885,97000,4.986771734266245
225,NridgHt,42.06392272811143,-93.65476700430987,386250,5.586868492432891
226,BrDale,42.05184039480143,-93.63027482698912,112000,5.049218022670182
227,NoRidge,42.049009925440956,-93.6564971626668,290000,5.4623979978989565
228,BrDale,42.0525736010016,-93.63194035278276,106000,5.02530586526477
229,Sawyer,42.03162201972852,-93.67772711749623,125000,5.096910013008056
230,Blmngtn,42.05834765435996,-93.638688503108,192500,5.28443073384452
231,NAmes,42.04130157567731,-93.61934959859647,148000,5.1702617153949575
232,NoRidge,42.051633215231526,-93.6521276083542,403000,5.605305046141109
233,BrDale,42.051731456263575,-93.628430706695,94500,4.975431808509263
234,CollgCr,42.02257717043939,-93.66590145145855,128200,5.107888025182799
235,Gilbert,42.10594690647014,-93.64852068776374,216500,5.335457900689384
236,BrDale,42.051860341793095,-93.62742884513841,89500,4.951823035315912
237,CollgCr,42.01978756329393,-93.65995682968986,185500,5.268343913951065
238,SawyerW,42.03622927532733,-93.68079192871116,194500,5.288919605661727
239,NridgHt,42.062778018808416,-93.65020271504568,318000,5.502427119984433
240,Edwards,42.02144943959675,-93.65296885527515,113000,5.05307844348342
241,Somerst,42.046822496104866,-93.6451912632457,262500,5.419129307741976
242,OldTown,42.03176307954036,-93.61221235545632,110500,5.04336227802113
243,OldTown,42.03434468589183,-93.6160460515068,79000,4.897627091290442
244,SawyerW,42.0334777549622,-93.68620941402762,120000,5.079181246047625
245,SawyerW,42.02949199013946,-93.68078208560138,205000,5.311753861055754
246,NWAmes,42.0420492257945,-93.63422865859802,241500,5.382917135087531
247,OldTown,42.03314522627457,-93.61485478070385,137000,5.136720567156407
248,NAmes,42.03961152713817,-93.6213142910628,140000,5.146128035678238
249,CollgCr,42.02162861510605,-93.66158257637333,180000,5.2552725051033065
250,ClearCr,42.034204518866176,-93.65930751874251,277000,5.442479769064448
251,BrkSide,42.03257877009484,-93.62959402719191,76500,4.883661435153618
252,Crawfor,42.00887028173186,-93.60697871370945,235000,5.371067862271737
253,SawyerW,42.032277415377486,-93.6865217081728,173000,5.238046103128795
254,NAmes,42.04546345970129,-93.62475208212874,158000,5.198657086954422
255,NAmes,42.04243251988884,-93.62460680364084,145000,5.161368002234975
256,Gilbert,42.106975852433095,-93.6367045446541,230000,5.361727836017593
257,Somerst,42.04957628945548,-93.64406672608722,207500,5.317018101048111
258,CollgCr,42.01842459316487,-93.67035369905015,220000,5.342422680822207
259,CollgCr,42.01899185046639,-93.66965530278489,231500,5.364550995353972
260,OldTown,42.030512965108905,-93.6144514283643,97000,4.986771734266245
261,NAmes,42.04202127167012,-93.62258017999352,176000,5.2455126678141495
262,CollgCr,42.01881093800828,-93.66669686223717,276000,5.440909082065217
263,Sawyer,42.03481040656123,-93.6735838116308,151000,5.17897694729317
264,OldTown,42.03326496063743,-93.6109258169479,130000,5.113943352306837
265,OldTown,42.030840409109594,-93.61959706692083,73000,4.863322860120456
266,NWAmes,42.041834853163714,-93.63260427486563,175500,5.244277120801843
267,Gilbert,42.10339972583117,-93.6422523167575,185000,5.267171728403014
268,SWISU,42.008971633070836,-93.65376730949014,179500,5.254064452914338
269,IDOTRR,42.01980755449597,-93.62010069749215,120500,5.080987046910887
270,Edwards,42.02301687704847,-93.65344206673348,148000,5.1702617153949575
271,Somerst,42.045481334457406,-93.64436306188736,266000,5.424881636631067
272,ClearCr,42.03437137687553,-93.65514135624522,241500,5.382917135087531
273,NoRidge,42.05406410335738,-93.65626148437613,290000,5.4623979978989565
274,NAmes,42.0436221424254,-93.62311508287125,139000,5.143014800254095
275,Mitchel,41.99046482087574,-93.60592343134675,124500,5.095169351431755
276,BrkSide,42.032066188733445,-93.62797703808096,205000,5.311753861055754
277,Mitchel,41.994023943257176,-93.60901416904888,201000,5.303196057420489
278,Gilbert,42.10452041211905,-93.64790469755384,141000,5.14921911265538
279,NridgHt,42.06119194303935,-93.65023863785862,415298,5.618359839631296
280,ClearCr,42.031324637777146,-93.65654421054879,192000,5.283301228703549
281,SawyerW,42.03436925369541,-93.68134778863131,228500,5.358886204405869
282,Somerst,42.05217043354156,-93.63951577791853,185000,5.267171728403014
283,NridgHt,42.059012430828275,-93.65000984268316,207500,5.317018101048111
284,Somerst,42.05028354588185,-93.63956384402962,244600,5.388456452700266
285,SawyerW,42.029838254594566,-93.68317779920227,179200,5.253338005326106
286,Somerst,42.047550726639,-93.64391664242969,164700,5.216693599169754
287,NAmes,42.040513023337596,-93.61718495372561,159000,5.201397124320452
288,NAmes,42.040107781158866,-93.61704427126885,88000,4.944482672150168
289,Sawyer,42.03470576616928,-93.66968729387972,122000,5.086359830674748
290,BrkSide,42.030038778799984,-93.6267771869333,153575,5.186320523991601
291,CollgCr,42.01836679781383,-93.66292987619764,233230,5.3677844122811535
292,SWISU,42.008293232462165,-93.66312825755867,135900,5.133219456732494
293,Edwards,42.02208513106139,-93.66192145944179,131000,5.117271295655764
294,NWAmes,42.04261933175066,-93.62847533467846,235000,5.371067862271737
295,NAmes,42.03997821547282,-93.61503786778697,167000,5.222716471147583
296,Mitchel,41.995657973321116,-93.60788231726299,142500,5.153814864344529
297,IDOTRR,42.020696783172404,-93.62061391539349,152000,5.181843587944773
298,Somerst,42.048797602056915,-93.64933085206006,239000,5.378397900948138
299,NWAmes,42.0391293747866,-93.62581014024289,175000,5.243038048686294
300,Crawfor,42.01773459880527,-93.58535392925289,158500,5.20002926655377
301,Crawfor,42.00648146228473,-93.61497810299963,157000,5.195899652409234
302,CollgCr,42.01917102744236,-93.65981272838607,267000,5.426511261364575
303,CollgCr,42.01818426215523,-93.66711410285731,205000,5.311753861055754
304,CollgCr,42.017896436275116,-93.6669579644431,149900,5.175801632848279
305,OldTown,42.03106590561383,-93.61895754615297,295000,5.469822015978163
306,CollgCr,42.020020173577585,-93.66040215124576,305900,5.485579476984679
307,SawyerW,42.033125568904126,-93.68374815344482,225000,5.352182518111363
308,IDOTRR,42.021990086272304,-93.62490500703534,89500,4.951823035315912
309,Edwards,42.02328109527036,-93.65703217394463,82500,4.9164539485499255
310,NridgHt,42.06224062197645,-93.64674175862037,360000,5.556302500767287
311,Gilbert,42.113940883377445,-93.64470306959424,165600,5.219060332448861
312,NAmes,42.0439795479393,-93.62031186456669,132000,5.12057393120585
313,OldTown,42.02971460573687,-93.61592143306385,119900,5.078819183098848
314,Timber,42.000575051738814,-93.64768172202886,375000,5.574031267727719
315,OldTown,42.033966482729696,-93.61543508028333,178000,5.250420002308894
316,Gilbert,42.10459564621868,-93.64183466283613,188500,5.275311354541811
317,NWAmes,42.039741293848216,-93.62754927119586,260000,5.414973347970818
318,Somerst,42.04737905392832,-93.64248871322638,270000,5.431363764158987
319,NoRidge,42.050866614306535,-93.65516409116414,260000,5.414973347970818
320,NWAmes,42.044949373999756,-93.6321359326533,187500,5.273001272063738
321,NridgHt,42.0572045053708,-93.64993178296308,342643,5.5348418638568235
322,NridgHt,42.06309665422567,-93.65470534015166,354000,5.549003262025788
323,SawyerW,42.03475774483501,-93.67924842563603,301000,5.478566495593843
324,OldTown,42.03008488139045,-93.61495623665031,126175,5.100973313405723
325,NAmes,42.04348001375813,-93.61718944551474,242000,5.383815365980431
326,IDOTRR,42.019742707902616,-93.62124674432546,87000,4.939519252618618
327,Veenker,42.04267464240176,-93.64352742300032,324000,5.510545010206612
328,NAmes,42.04716888450778,-93.6218594909703,145250,5.162116141062368
329,BrkSide,42.03009532973116,-93.62516330252052,214500,5.331427296520743
330,IDOTRR,42.019284940965804,-93.62631762981323,78000,4.892094602690481
331,NAmes,42.04560822256488,-93.61462104642177,119000,5.075546961392531
332,NAmes,42.0428893738293,-93.61917377730441,139000,5.143014800254095
333,NridgHt,42.05782150659404,-93.64466768823755,284000,5.453318340047038
334,NridgHt,42.062716256856135,-93.66089774667567,207000,5.315970345456917
335,Gilbert,42.106831066255864,-93.64663217010917,192000,5.283301228703549
336,Timber,42.001871718045074,-93.6477066551698,228950,5.359740647863716
337,StoneBr,42.06093170268493,-93.63048474942356,377426,5.57683181439699
338,CollgCr,42.02093140414994,-93.66157868302109,214000,5.330413773349191
339,NWAmes,42.040324292518825,-93.63112396116261,202500,5.306425027550687
340,NAmes,42.041642033065536,-93.62402240978929,155000,5.190331698170292
341,Timber,41.99803955873346,-93.6466669431327,202900,5.307282047033346
342,SawyerW,42.031096543761414,-93.68419889042691,82000,4.913813852383717
343,NAmes,42.04193949191492,-93.62155011437714,87500,4.942008053022313
344,NridgHt,42.061449978098715,-93.65210534660801,266000,5.424881636631067
345,MeadowV,41.991606581214334,-93.60291235631678,85000,4.929418925714293
346,BrkSide,42.0284618276113,-93.62784410611181,140200,5.14674801363064
347,NAmes,42.046214079251946,-93.62349997919564,151500,5.1804126328383235
348,NAmes,42.0476365838531,-93.62401182727895,157500,5.19728055812562
349,NridgHt,42.066183763660064,-93.6565287154912,154000,5.187520720836463
350,NridgHt,42.05873078923075,-93.64784744556788,437154,5.640634456577733
351,NridgHt,42.05871704026586,-93.65585851530692,318061,5.502510420056209
352,ClearCr,42.03242728806965,-93.64734781784105,190000,5.278753600952829
353,Edwards,42.02499043801432,-93.65781946454494,95000,4.977723605288848
354,OldTown,42.02805953392553,-93.61821928843257,105900,5.024895960107485
355,SWISU,42.01173297338235,-93.65548642731557,140000,5.146128035678238
356,CollgCr,42.017798136053976,-93.66742933332387,177500,5.249198357391113
357,Gilbert,42.09761861468307,-93.64660945500847,173000,5.238046103128795
358,MeadowV,41.992191315452295,-93.60221671006931,134000,5.127104798364807
359,ClearCr,42.03208459449016,-93.65191508626914,130000,5.113943352306837
360,NoRidge,42.05515647992314,-93.65204374489565,280000,5.447158031342219
361,Mitchel,41.99548587211946,-93.60447603609538,156000,5.193124598354462
362,BrkSide,42.03032270641896,-93.62803950329928,145000,5.161368002234975
363,Edwards,42.02255928084613,-93.65929624204975,198500,5.297760511099134
364,BrDale,42.051235596437664,-93.63111867109431,118000,5.071882007306125
365,NWAmes,42.043781323273954,-93.63713520241456,190000,5.278753600952829
366,IDOTRR,42.019666266335285,-93.61937238610065,147000,5.1673173347481764
367,NAmes,42.039154297568366,-93.61505637136773,159000,5.201397124320452
368,NAmes,42.04048165048707,-93.6144011630193,165000,5.217483944213907
369,NAmes,42.04717148589233,-93.61978032408048,132000,5.12057393120585
370,NAmes,42.04747552416776,-93.61922337151896,162000,5.209515014542631
371,Gilbert,42.10544987397021,-93.64463043968914,172400,5.236537261488694
372,ClearCr,42.03422153580583,-93.65316284433926,134432,5.128502659857898
373,SawyerW,42.03555180686694,-93.681758461006,125000,5.096910013008056
374,NAmes,42.04482115196778,-93.61920249738786,123000,5.089905111439398
375,CollgCr,42.020388207334534,-93.6703688258015,219500,5.3414345245781405
376,Edwards,42.02145171992557,-93.65544251013925,61000,4.785329835010767
377,CollgCr,42.018710120197234,-93.66086109493513,148000,5.1702617153949575
378,Somerst,42.046245232346536,-93.64891607504372,340000,5.531478917042255
379,StoneBr,42.057363149457046,-93.63059322678296,394432,5.5959721417145625
380,Gilbert,42.10790765792624,-93.64540329336086,179000,5.252853030979893
381,SWISU,42.012774017464295,-93.66025704856655,127000,5.103803720955957
382,Somerst,42.04564612771537,-93.63932840358954,187750,5.273579945676206
383,CollgCr,42.018991896648124,-93.66587331683196,213500,5.329397879361043
384,SawyerW,42.03158235659984,-93.68655805923983,76000,4.880813592280791
385,ClearCr,42.030912400839476,-93.65058111285336,240000,5.380211241711606
386,Blmngtn,42.06143365922264,-93.64319634523791,192000,5.283301228703549
387,Edwards,42.02102968011538,-93.65593033632433,81000,4.9084850188786495
388,Edwards,42.021308697101645,-93.65440285238019,125000,5.096910013008056
389,CollgCr,42.01815533843072,-93.66831316997641,191000,5.281033367247727
390,NridgHt,42.064460042864695,-93.66218091054053,426000,5.629409599102719
391,Edwards,42.02244550006771,-93.65834632197063,119000,5.075546961392531
